id,account_id,first_name,last_name,email,age,loyalty_program,city,state,country,zip,latitude,longitude,gender,created_at,yearly_amount_spent
22909,210077732,THERESA,LERCH,theresa_lerch4@zzzuuuppp.com,27,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Sat, 05 Aug 2017 17:32:54 -0700",745.0927535
38535,210077732,THERESA,SMITH,theresa_smith5@yahooo.com,32,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Sat, 05 Aug 2017 17:32:54 -0700",745.0927535
16004,877462830,NAPOLEON,JENKINS,napoleon_jenkins15@gmail.com,97,1,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sat, 17 Nov 2018 15:17:41 -0800",723.9778144
31630,877462830,NAPOLEON,SARDINA,napoleon_sardina11@microsoft.com,52,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sat, 17 Nov 2018 15:17:41 -0800",723.9778144
15766,877462830,NAPOLEON,NELSON,nnelson@gmail.com,48,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sat, 17 Nov 2018 15:17:41 -0800",723.9778144
8631,162445615,KATHLEEN,SIMS,ksims@hotmail.com,39,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 02 Mar 2018 11:07:51 -0800",279.421438
38545,162445615,KATHLEEN,KIRK,kathleen_kirk5@gmail.com,29,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 02 Mar 2018 11:07:51 -0800",279.421438
22919,162445615,KATHLEEN,MEYER,kathleen_meyer4@gmail.com,85,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 02 Mar 2018 11:07:51 -0800",279.421438
6185,805738037,PEDRO,BLOCKER,pblocker@yahoo.com,94,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 26 Nov 2017 21:07:50 -0800",548.4799514
16010,805738037,PEDRO,NEEL,pedro_neel14@awssws.com,13,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 26 Nov 2017 21:07:50 -0800",548.4799514
31636,805738037,PEDRO,ANDRUS,pedro_andrus18@zzzuuuppp.com,95,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 26 Nov 2017 21:07:50 -0800",548.4799514
12746,750589249,LACY,KELLEY,lacykelley@yahoo.com,42,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 20 Aug 2018 04:51:11 -0700",262.4715627
22906,750589249,LACY,ADAMS,lacy_adams6@microsoft.com,64,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 20 Aug 2018 04:51:11 -0700",262.4715627
38532,750589249,LACY,WORTMAN,lacy_wortman18@zzzuuuppp.com,94,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 20 Aug 2018 04:51:11 -0700",262.4715627
12245,861389889,OLGA,BOUCHER,oboucher@yahoo.com,38,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 02 Aug 2018 23:23:56 -0700",335.6779609
22912,861389889,OLGA,SOUTHERLAND,olga_southerland17@gmail.com,24,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 02 Aug 2018 23:23:56 -0700",335.6779609
38538,861389889,OLGA,SHAH,olga_shah10@microsoft.com,95,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 02 Aug 2018 23:23:56 -0700",335.6779609
16008,802253387,ANTHONY,SEGUNDO,anthony_segundo20@wp.com,61,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Fri, 28 Apr 2017 05:43:05 -0700",564.4966863
1976,802253387,ANTHONY,PINKHAM,anthonypinkham@yahoo.com,73,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Fri, 28 Apr 2017 05:43:05 -0700",564.4966863
31634,802253387,ANTHONY,FULLER,anthony_fuller14@gmail.com,78,1,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Fri, 28 Apr 2017 05:43:05 -0700",564.4966863
31632,411492697,TERRY,MCKEE,terry_mckee17@microsoft.com,58,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Wed, 13 Dec 2017 01:28:42 -0800",485.236124
6648,411492697,TERRY,LAI,tlai@gmail.com,59,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Wed, 13 Dec 2017 01:28:42 -0800",485.236124
16006,411492697,TERRY,MUNCY,terry_muncy3@microsoft.com,64,1,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Wed, 13 Dec 2017 01:28:42 -0800",485.236124
11133,144137830,JESSE,SHUMATE,jesseshumate@gmail.com,18,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Mon, 18 Jun 2018 18:28:59 -0700",618.8459704
31629,144137830,JESSE,WRIGHT,jesse_wright6@awssws.com,23,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Mon, 18 Jun 2018 18:28:59 -0700",618.8459704
16003,144137830,JESSE,HAYWOOD,jesse_haywood7@zzzuuuppp.com,22,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Mon, 18 Jun 2018 18:28:59 -0700",618.8459704
22916,482262374,BETTY,SCANNELL,betty_scannell20@zzzuuuppp.com,30,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 26 Feb 2018 04:35:25 -0800",382.9254163
8525,482262374,BETTY,HINSON,betty.hinson@aol.com,18,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 26 Feb 2018 04:35:25 -0800",382.9254163
38542,482262374,BETTY,MICHEL,betty_michel19@wp.com,69,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 26 Feb 2018 04:35:25 -0800",382.9254163
6467,581525364,SARAH,SINGLETON,sarahsingleton@gmail.com,54,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 07 Dec 2017 10:30:46 -0800",686.5576148
38534,581525364,SARAH,ROBINSON,sarah_robinson16@awssws.com,18,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 07 Dec 2017 10:30:46 -0800",686.5576148
22908,581525364,SARAH,VAUGH,sarah_vaugh10@yahooo.com,46,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 07 Dec 2017 10:30:46 -0800",686.5576148
7732,367056757,DAVID,FOSTER,davidfoster@yahoo.com,16,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 28 Jan 2018 15:07:46 -0800",727.5560555
31633,367056757,DAVID,AKERS,david_akers9@microsoft.com,54,1,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 28 Jan 2018 15:07:46 -0800",727.5560555
16007,367056757,DAVID,HAMRICK,david_hamrick22@awssws.com,53,1,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 28 Jan 2018 15:07:46 -0800",727.5560555
13501,924802938,MILDRED,CAPRIO,mildredcaprio@yahoo.com,53,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 12 Sep 2018 04:11:37 -0700",553.6947136
38547,924802938,MILDRED,WILLIAMS,mildred_williams2@zzzuuuppp.com,72,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 12 Sep 2018 04:11:37 -0700",553.6947136
22921,924802938,MILDRED,KILBURN,mildred_kilburn2@zzzuuuppp.com,82,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 12 Sep 2018 04:11:37 -0700",553.6947136
8655,287017088,LEON,HERNANDEZ,leonhernandez@gmail.com,14,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Fri, 02 Mar 2018 15:13:42 -0800",443.4418601
31635,287017088,LEON,NOWELL,leon_nowell22@microsoft.com,14,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Fri, 02 Mar 2018 15:13:42 -0800",443.4418601
16009,287017088,LEON,FOLEY,leon_foley10@microsoft.com,67,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Fri, 02 Mar 2018 15:13:42 -0800",443.4418601
31637,750226827,DAMION,HARDAWAY,damion_hardaway16@awssws.com,84,1,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 07 Jan 2018 02:18:49 -0800",669.0101706
16011,750226827,DAMION,LOVELL,damion_lovell21@microsoft.com,33,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 07 Jan 2018 02:18:49 -0800",669.0101706
7287,750226827,DAMION,WILLIAMS,damionwilliams@gmail.com,37,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Sun, 07 Jan 2018 02:18:49 -0800",669.0101706
38540,146682262,MILDRED,CROWLEY,mildred_crowley4@wp.com,21,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 09 Jan 2017 12:31:55 -0800",321.6322263
132,146682262,MILDRED,BROWN,mildredbrown@gmail.com,47,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 09 Jan 2017 12:31:55 -0800",321.6322263
22914,146682262,MILDRED,DORE,mildred_dore19@awssws.com,87,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 09 Jan 2017 12:31:55 -0800",321.6322263
22915,478530202,PATSY,RAMIREZ,patsy_ramirez7@wp.com,77,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Sat, 17 Nov 2018 23:51:23 -0800",448.9903969
15772,478530202,PATSY,BROOKS,patsybrooks@gmail.com,14,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Sat, 17 Nov 2018 23:51:23 -0800",448.9903969
38541,478530202,PATSY,STEINKE,patsy_steinke5@zzzuuuppp.com,29,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Sat, 17 Nov 2018 23:51:23 -0800",448.9903969
31639,181458079,BRIAN,BERRIOS,brian_berrios11@microsoft.com,95,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Tue, 04 Apr 2017 22:27:46 -0700",750.1972935
16013,181458079,BRIAN,HUBBARD,brian_hubbard18@microsoft.com,94,1,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Tue, 04 Apr 2017 22:27:46 -0700",750.1972935
1550,181458079,BRIAN,STUART,brianstuart@yahoo.com,29,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Tue, 04 Apr 2017 22:27:46 -0700",750.1972935
14451,862054312,SHERRY,MCCORD,sherrymccord@gmail.com,48,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 11 Oct 2018 18:29:55 -0700",712.7916014
22907,862054312,SHERRY,NORTH,sherry_north16@zzzuuuppp.com,96,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 11 Oct 2018 18:29:55 -0700",712.7916014
38533,862054312,SHERRY,JIMENEZ,sherry_jimenez1@zzzuuuppp.com,65,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Thu, 11 Oct 2018 18:29:55 -0700",712.7916014
13753,385890736,EDWINA,KAY,edwinakay@gmail.com,71,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 19 Sep 2018 10:22:17 -0700",693.1005425
22924,385890736,EDWINA,ISOM,edwina_isom10@awssws.com,72,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 19 Sep 2018 10:22:17 -0700",693.1005425
38550,385890736,EDWINA,MONTGOMERY,edwina_montgomery18@awssws.com,36,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 19 Sep 2018 10:22:17 -0700",693.1005425
15084,354822839,LYNN,CHILSON,lynnchilson@gmail.com,14,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Tue, 30 Oct 2018 02:35:03 -0700",702.3230411
22917,354822839,LYNN,JAMES,lynn_james15@awssws.com,98,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Tue, 30 Oct 2018 02:35:03 -0700",702.3230411
38543,354822839,LYNN,LOPEZ,lynn_lopez19@microsoft.com,16,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Tue, 30 Oct 2018 02:35:03 -0700",702.3230411
16001,140051386,JOHN,ALBRECHT,john_albrecht10@zzzuuuppp.com,16,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Wed, 30 May 2018 20:57:49 -0700",649.7470908
31627,140051386,JOHN,WILLIAMS,john_williams21@microsoft.com,40,1,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Wed, 30 May 2018 20:57:49 -0700",649.7470908
10709,140051386,JOHN,TREVINO,jtrevino@hotmail.com,22,0,Nenthall,England,GB,CA9,54.798,-2.4146,Male,"Wed, 30 May 2018 20:57:49 -0700",649.7470908
22923,280482000,BOBBIE,PACKER,bobbie_packer15@wp.com,70,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 11 May 2018 09:14:03 -0700",613.620811
38549,280482000,BOBBIE,WESTON,bobbie_weston15@zzzuuuppp.com,66,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 11 May 2018 09:14:03 -0700",613.620811
10258,280482000,BOBBIE,BRITT,bobbiebritt@gmail.com,52,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 11 May 2018 09:14:03 -0700",613.620811
22913,220221672,ERIN,BAILEY,erin_bailey1@wp.com,93,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 04 Jan 2017 23:57:05 -0800",309.1322886
62,220221672,ERIN,CAMPBELL,ecampbell@gmail.com,21,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 04 Jan 2017 23:57:05 -0800",309.1322886
38539,220221672,ERIN,DAWSON,erin_dawson1@microsoft.com,25,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Wed, 04 Jan 2017 23:57:05 -0800",309.1322886
22922,171522549,ELAINE,PHILLIPS,elaine_phillips4@wp.com,14,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 13 Nov 2017 13:12:09 -0800",750.8472033
5792,171522549,ELAINE,BUCKNER,elainebuckner@gmail.com,37,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 13 Nov 2017 13:12:09 -0800",750.8472033
38548,171522549,ELAINE,CAIN,elaine_cain4@yahooo.com,91,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Mon, 13 Nov 2017 13:12:09 -0800",750.8472033
38536,834644474,STEPHANIE,WALKER,stephanie_walker8@awssws.com,18,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 07 Jul 2017 11:51:17 -0700",646.9857955
3146,834644474,STEPHANIE,BELLO,stephaniebello@yahoo.com,14,0,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 07 Jul 2017 11:51:17 -0700",646.9857955
22910,834644474,STEPHANIE,REEVES,stephanie_reeves8@wp.com,40,1,Nenthall,England,GB,CA9,54.798,-2.4146,Female,"Fri, 07 Jul 2017 11:51:17 -0700",646.9857955
22928,779515648,EFFIE,HOLMES,effie_holmes16@gmail.com,36,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 30 Jul 2018 18:42:16 -0700",642.8505794
38554,779515648,EFFIE,THOMPSON,effie_thompson6@wp.com,94,1,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 30 Jul 2018 18:42:16 -0700",642.8505794
12172,779515648,EFFIE,LEE,effie.lee@gmail.com,14,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 30 Jul 2018 18:42:16 -0700",642.8505794
5445,710468100,CASEY,RHODES,casey.rhodes@gmail.com,53,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Mon, 30 Oct 2017 22:13:24 -0700",405.8426982
31654,710468100,CASEY,KIRK,casey_kirk17@yahooo.com,57,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Mon, 30 Oct 2017 22:13:24 -0700",405.8426982
16028,710468100,CASEY,GARCIA,casey_garcia8@yahooo.com,46,1,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Mon, 30 Oct 2017 22:13:24 -0700",405.8426982
22927,642444806,VICTORIA,HAMMOND,victoria_hammond16@microsoft.com,70,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Wed, 12 Apr 2017 20:03:00 -0700",724.4242802
38553,642444806,VICTORIA,FORTUNA,victoria_fortuna8@zzzuuuppp.com,19,1,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Wed, 12 Apr 2017 20:03:00 -0700",724.4242802
1693,642444806,VICTORIA,PULLIAM,victoriapulliam@yahoo.com,36,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Wed, 12 Apr 2017 20:03:00 -0700",724.4242802
16017,910021640,CHARLES,ERVIN,charles_ervin16@yahooo.com,68,1,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 07 Dec 2017 23:00:33 -0800",262.7690117
31643,910021640,CHARLES,POPPE,charles_poppe21@wp.com,62,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 07 Dec 2017 23:00:33 -0800",262.7690117
6459,910021640,CHARLES,FINKLEA,cfinklea@gmail.com,49,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 07 Dec 2017 23:00:33 -0800",262.7690117
16015,225086235,KENNETH,BOND,kenneth_bond13@microsoft.com,89,1,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Fri, 08 Jun 2018 03:00:23 -0700",391.4624149
10899,225086235,KENNETH,SIMMONS,kennethsimmons@yahoo.com,66,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Fri, 08 Jun 2018 03:00:23 -0700",391.4624149
31641,225086235,KENNETH,BENNER,kenneth_benner15@awssws.com,76,1,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Fri, 08 Jun 2018 03:00:23 -0700",391.4624149
16027,191969053,ROGER,WHITT,roger_whitt6@zzzuuuppp.com,55,1,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Fri, 30 Jun 2017 16:35:16 -0700",467.4018714
3005,191969053,ROGER,DEPALMA,rdepalma@gmail.com,14,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Fri, 30 Jun 2017 16:35:16 -0700",467.4018714
31653,191969053,ROGER,FERNANDEZ,roger_fernandez10@gmail.com,51,1,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Fri, 30 Jun 2017 16:35:16 -0700",467.4018714
31650,125744678,FRANKIE,ZIMMER,frankie_zimmer23@gmail.com,81,1,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Wed, 09 May 2018 05:50:43 -0700",620.2365562
16024,125744678,FRANKIE,CARTER,frankie_carter16@microsoft.com,48,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Wed, 09 May 2018 05:50:43 -0700",620.2365562
10218,125744678,FRANKIE,HOPKINS,frankiehopkins@gmail.com,57,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Wed, 09 May 2018 05:50:43 -0700",620.2365562
31646,548463657,GABRIEL,WEBER,gabriel_weber23@gmail.com,83,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 21 Dec 2017 06:13:01 -0800",380.3667952
16020,548463657,GABRIEL,MUNOZ,gabriel_munoz7@yahooo.com,17,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 21 Dec 2017 06:13:01 -0800",380.3667952
6848,548463657,GABRIEL,SNAPP,gabrielsnapp@gmail.com,48,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 21 Dec 2017 06:13:01 -0800",380.3667952
33,493926470,KIM,MUNDELL,kmundell@aol.com,21,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Tue, 03 Jan 2017 16:45:49 -0800",574.5467696
22925,493926470,KIM,RODRIQUEZ,kim_rodriquez14@awssws.com,94,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Tue, 03 Jan 2017 16:45:49 -0800",574.5467696
38551,493926470,KIM,STEWART,kim_stewart21@zzzuuuppp.com,94,1,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Tue, 03 Jan 2017 16:45:49 -0800",574.5467696
38556,200539462,TINA,DURHAM,tina_durham5@microsoft.com,63,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 01 May 2017 01:49:40 -0700",488.4111571
2014,200539462,TINA,LINGLE,tinalingle@gmail.com,14,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 01 May 2017 01:49:40 -0700",488.4111571
22930,200539462,TINA,FISHER,tina_fisher13@yahooo.com,70,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 01 May 2017 01:49:40 -0700",488.4111571
22936,240521804,MARSHA,MOULTON,marsha_moulton13@gmail.com,62,1,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Thu, 21 Jun 2018 22:37:34 -0700",544.3173347
11234,240521804,MARSHA,HUFF,marshahuff@gmail.com,44,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Thu, 21 Jun 2018 22:37:34 -0700",544.3173347
38562,240521804,MARSHA,GILBERT,marsha_gilbert15@wp.com,21,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Thu, 21 Jun 2018 22:37:34 -0700",544.3173347
38552,392201047,ESSIE,SOLOMON,essie_solomon14@zzzuuuppp.com,37,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 23 Oct 2017 18:44:09 -0700",611.7037077
22926,392201047,ESSIE,SALINAS,essie_salinas7@zzzuuuppp.com,26,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 23 Oct 2017 18:44:09 -0700",611.7037077
5301,392201047,ESSIE,MYRES,essiemyres@yahoo.com,57,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Mon, 23 Oct 2017 18:44:09 -0700",611.7037077
38561,785418839,GWENDOLYN,STUMPF,gwendolyn_stumpf22@microsoft.com,42,1,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Fri, 09 Mar 2018 17:52:48 -0800",451.9551999
8790,785418839,GWENDOLYN,WILLIAMSON,gwilliamson@gmail.com,14,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Fri, 09 Mar 2018 17:52:48 -0800",451.9551999
22935,785418839,GWENDOLYN,YOUNGBLOOD,gwendolyn_youngblood11@microsoft.com,42,1,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Fri, 09 Mar 2018 17:52:48 -0800",451.9551999
8606,618958171,NICHOLAS,YOUNG,nicholasyoung@gmail.com,30,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 01 Mar 2018 16:40:14 -0800",619.6207243
31642,618958171,NICHOLAS,WILBURN,nicholas_wilburn2@awssws.com,23,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 01 Mar 2018 16:40:14 -0800",619.6207243
16016,618958171,NICHOLAS,FRASER,nicholas_fraser18@zzzuuuppp.com,57,1,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Thu, 01 Mar 2018 16:40:14 -0800",619.6207243
22931,558336623,LUELLA,BAXTER,luella_baxter11@zzzuuuppp.com,91,1,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Sat, 25 Mar 2017 20:08:33 -0700",434.7030217
1395,558336623,LUELLA,GONCALVES,luellagoncalves@yahoo.com,44,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Sat, 25 Mar 2017 20:08:33 -0700",434.7030217
38557,558336623,LUELLA,RIVERA,luella_rivera10@awssws.com,94,0,New Barn,England,GB,DA3,51.3838,0.2942,Female,"Sat, 25 Mar 2017 20:08:33 -0700",434.7030217
1169,443177333,BRYAN,JOHNSON,bryan.johnson@gmail.com,52,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Mon, 13 Mar 2017 13:59:26 -0700",761.6839786
16025,443177333,BRYAN,CASH,bryan_cash17@yahooo.com,59,0,New Barn,England,GB,DA3,51.3838,0.2942,Male,"Mon, 13 Mar 2017 13:59:26 -0700",761.6839786
